scannet_train/scene0222_01/color/12.jpg,scannet_train/scene0222_01/depth/12.png
scannet_train/scene0222_01/color/60.jpg,scannet_train/scene0222_01/depth/60.png
scannet_train/scene0222_01/color/108.jpg,scannet_train/scene0222_01/depth/108.png
scannet_train/scene0222_01/color/156.jpg,scannet_train/scene0222_01/depth/156.png
scannet_train/scene0222_01/color/204.jpg,scannet_train/scene0222_01/depth/204.png
scannet_train/scene0222_01/color/252.jpg,scannet_train/scene0222_01/depth/252.png
scannet_train/scene0222_01/color/300.jpg,scannet_train/scene0222_01/depth/300.png
scannet_train/scene0222_01/color/348.jpg,scannet_train/scene0222_01/depth/348.png
scannet_train/scene0222_01/color/396.jpg,scannet_train/scene0222_01/depth/396.png
scannet_train/scene0222_01/color/444.jpg,scannet_train/scene0222_01/depth/444.png
scannet_train/scene0222_01/color/492.jpg,scannet_train/scene0222_01/depth/492.png
scannet_train/scene0222_01/color/540.jpg,scannet_train/scene0222_01/depth/540.png
scannet_train/scene0222_01/color/588.jpg,scannet_train/scene0222_01/depth/588.png
scannet_train/scene0222_01/color/636.jpg,scannet_train/scene0222_01/depth/636.png
scannet_train/scene0222_01/color/684.jpg,scannet_train/scene0222_01/depth/684.png
scannet_train/scene0222_01/color/732.jpg,scannet_train/scene0222_01/depth/732.png
scannet_train/scene0222_01/color/780.jpg,scannet_train/scene0222_01/depth/780.png
scannet_train/scene0222_01/color/828.jpg,scannet_train/scene0222_01/depth/828.png
scannet_train/scene0222_01/color/876.jpg,scannet_train/scene0222_01/depth/876.png
scannet_train/scene0222_01/color/924.jpg,scannet_train/scene0222_01/depth/924.png
scannet_train/scene0222_01/color/972.jpg,scannet_train/scene0222_01/depth/972.png
scannet_train/scene0222_01/color/1020.jpg,scannet_train/scene0222_01/depth/1020.png
scannet_train/scene0222_01/color/1068.jpg,scannet_train/scene0222_01/depth/1068.png
scannet_train/scene0222_01/color/1116.jpg,scannet_train/scene0222_01/depth/1116.png
scannet_train/scene0222_01/color/1164.jpg,scannet_train/scene0222_01/depth/1164.png
scannet_train/scene0222_01/color/1212.jpg,scannet_train/scene0222_01/depth/1212.png
scannet_train/scene0222_01/color/1260.jpg,scannet_train/scene0222_01/depth/1260.png
scannet_train/scene0222_01/color/1308.jpg,scannet_train/scene0222_01/depth/1308.png
scannet_train/scene0222_01/color/1356.jpg,scannet_train/scene0222_01/depth/1356.png
scannet_train/scene0222_01/color/1404.jpg,scannet_train/scene0222_01/depth/1404.png
scannet_train/scene0222_01/color/1452.jpg,scannet_train/scene0222_01/depth/1452.png
scannet_train/scene0222_01/color/1500.jpg,scannet_train/scene0222_01/depth/1500.png
scannet_train/scene0222_01/color/1548.jpg,scannet_train/scene0222_01/depth/1548.png
scannet_train/scene0222_01/color/1596.jpg,scannet_train/scene0222_01/depth/1596.png
scannet_train/scene0222_01/color/1644.jpg,scannet_train/scene0222_01/depth/1644.png
scannet_train/scene0222_01/color/1692.jpg,scannet_train/scene0222_01/depth/1692.png
scannet_train/scene0222_01/color/1740.jpg,scannet_train/scene0222_01/depth/1740.png
scannet_train/scene0222_01/color/1788.jpg,scannet_train/scene0222_01/depth/1788.png
scannet_train/scene0222_01/color/1836.jpg,scannet_train/scene0222_01/depth/1836.png
scannet_train/scene0222_01/color/1884.jpg,scannet_train/scene0222_01/depth/1884.png
scannet_train/scene0222_01/color/1932.jpg,scannet_train/scene0222_01/depth/1932.png
scannet_train/scene0222_01/color/1980.jpg,scannet_train/scene0222_01/depth/1980.png
scannet_train/scene0222_01/color/2028.jpg,scannet_train/scene0222_01/depth/2028.png
scannet_train/scene0222_01/color/2076.jpg,scannet_train/scene0222_01/depth/2076.png
scannet_train/scene0222_01/color/2124.jpg,scannet_train/scene0222_01/depth/2124.png
scannet_train/scene0222_01/color/2172.jpg,scannet_train/scene0222_01/depth/2172.png
scannet_train/scene0222_01/color/2220.jpg,scannet_train/scene0222_01/depth/2220.png
scannet_train/scene0222_01/color/2268.jpg,scannet_train/scene0222_01/depth/2268.png
scannet_train/scene0222_01/color/2316.jpg,scannet_train/scene0222_01/depth/2316.png
scannet_train/scene0222_01/color/2364.jpg,scannet_train/scene0222_01/depth/2364.png
scannet_train/scene0222_01/color/2412.jpg,scannet_train/scene0222_01/depth/2412.png
scannet_train/scene0222_01/color/2460.jpg,scannet_train/scene0222_01/depth/2460.png
scannet_train/scene0222_01/color/2508.jpg,scannet_train/scene0222_01/depth/2508.png
scannet_train/scene0222_01/color/2556.jpg,scannet_train/scene0222_01/depth/2556.png
scannet_train/scene0222_01/color/2604.jpg,scannet_train/scene0222_01/depth/2604.png
scannet_train/scene0222_01/color/2652.jpg,scannet_train/scene0222_01/depth/2652.png
